FirstName,LastName,BirthDate,Gender,YearlyIncome,City,StateProvinceName,EnglishCountryRegionName,TotalProductCost
Marco,Mehta,1964-05-09,M,60000,Warrnambool,Victoria,Australia,13.0863
Marco,Mehta,1964-05-09,M,60000,Warrnambool,Victoria,Australia,1481.9379
Marco,Mehta,1964-05-09,M,60000,Warrnambool,Victoria,Australia,13.0863
Rob,Verhoff,1964-07-07,F,60000,Bendigo,Victoria,Australia,1898.0944
Rob,Verhoff,1964-07-07,F,60000,Bendigo,Victoria,Australia,1251.9813
Rob,Verhoff,1964-07-07,F,60000,Bendigo,Victoria,Australia,1.8663
Rob,Verhoff,1964-07-07,F,60000,Bendigo,Victoria,Australia,3.7363
Rob,Verhoff,1964-07-07,F,60000,Bendigo,Victoria,Australia,0.8565
Rob,Verhoff,1964-07-07,F,60000,Bendigo,Victoria,Australia,1481.9379
Rob,Verhoff,1964-07-07,F,60000,Bendigo,Victoria,Australia,13.0863
Shannon,Carlson,1964-04-01,M,70000,"Hervey Bay",Queensland,Australia,1898.0944
Shannon,Carlson,1964-04-01,M,70000,"Hervey Bay",Queensland,Australia,1251.9813
Shannon,Carlson,1964-04-01,M,70000,"Hervey Bay",Queensland,Australia,0.8565
Shannon,Carlson,1964-04-01,M,70000,"Hervey Bay",Queensland,Australia,1481.9379
Shannon,Carlson,1964-04-01,M,70000,"Hervey Bay",Queensland,Australia,13.0863
Jacquelyn,Suarez,1964-02-06,F,70000,"East Brisbane",Queensland,Australia,1912.1544
Jacquelyn,Suarez,1964-02-06,F,70000,"East Brisbane",Queensland,Australia,1251.9813
Jacquelyn,Suarez,1964-02-06,F,70000,"East Brisbane",Queensland,Australia,1481.9379
Jacquelyn,Suarez,1964-02-06,F,70000,"East Brisbane",Queensland,Australia,6.9223
Curtis,Lu,1963-11-04,M,60000,"East Brisbane",Queensland,Australia,1912.1544
Curtis,Lu,1963-11-04,M,60000,"East Brisbane",Queensland,Australia,1251.9813
Curtis,Lu,1963-11-04,M,60000,"East Brisbane",Queensland,Australia,1481.9379
Curtis,Lu,1963-11-04,M,60000,"East Brisbane",Queensland,Australia,41.5723
Lauren,Walker,1968-01-18,F,100000,Bremerton,Washington,"United States",13.09
Lauren,Walker,1968-01-18,F,100000,Bremerton,Washington,"United States",1.8663
Lauren,Walker,1968-01-18,F,100000,Bremerton,Washington,"United States",13.0863
Lauren,Walker,1968-01-18,F,100000,Bremerton,Washington,"United States",1.4923
Lauren,Walker,1968-01-18,F,100000,Bremerton,Washington,"United States",0.8565
Ian,Jenkins,1968-08-06,M,100000,Lebanon,Oregon,"United States",1.4923
Ian,Jenkins,1968-08-06,M,100000,Lebanon,Oregon,"United States",13.0863
Ian,Jenkins,1968-08-06,M,100000,Lebanon,Oregon,"United States",13.09
Ian,Jenkins,1968-08-06,M,100000,Lebanon,Oregon,"United States",1.8663
Ian,Jenkins,1968-08-06,M,100000,Lebanon,Oregon,"United States",13.0863
Sydney,Bennett,1968-05-09,F,100000,Redmond,Washington,"United States",1.4923
Sydney,Bennett,1968-05-09,F,100000,Redmond,Washington,"United States",13.0863
Sydney,Bennett,1968-05-09,F,100000,Redmond,Washington,"United States",13.09
Sydney,Bennett,1968-05-09,F,100000,Redmond,Washington,"United States",1.8663
Sydney,Bennett,1968-05-09,F,100000,Redmond,Washington,"United States",13.0863
Sydney,Bennett,1968-05-09,F,100000,Redmond,Washington,"United States",9.1593
Chloe,Young,1979-02-27,F,30000,Burbank,California,"United States",1265.6195
Chloe,Young,1979-02-27,F,30000,Burbank,California,"United States",8.2205
Chloe,Young,1979-02-27,F,30000,Burbank,California,"United States",59.466
Wyatt,Hill,1979-04-28,M,30000,"Imperial Beach",California,"United States",1251.9813
Wyatt,Hill,1979-04-28,M,30000,"Imperial Beach",California,"United States",13.09
Wyatt,Hill,1979-04-28,M,30000,"Imperial Beach",California,"United States",0.8565
Shannon,Wang,1944-06-26,F,20000,Sunbury,Victoria,Australia,1898.0944
Shannon,Wang,1944-06-26,F,20000,Sunbury,Victoria,Australia,1251.9813
Shannon,Wang,1944-06-26,F,20000,Sunbury,Victoria,Australia,8.2205
Shannon,Wang,1944-06-26,F,20000,Sunbury,Victoria,Australia,461.4448
Clarence,Rai,1944-10-09,M,30000,Bendigo,Victoria,Australia,1912.1544
Clarence,Rai,1944-10-09,M,30000,Bendigo,Victoria,Australia,1265.6195
Clarence,Rai,1944-10-09,M,30000,Bendigo,Victoria,Australia,8.2205
Clarence,Rai,1944-10-09,M,30000,Bendigo,Victoria,Australia,461.4448
Clarence,Rai,1944-10-09,M,30000,Bendigo,Victoria,Australia,3.3623
Clarence,Rai,1944-10-09,M,30000,Bendigo,Victoria,Australia,1.8663
Clarence,Rai,1944-10-09,M,30000,Bendigo,Victoria,Australia,13.0863
Destiny,Wilson,1978-09-03,F,40000,Beaverton,Oregon,"United States",1251.9813
Destiny,Wilson,1978-09-03,F,40000,Beaverton,Oregon,"United States",8.2205
Destiny,Wilson,1978-09-03,F,40000,Beaverton,Oregon,"United States",20.5663
Ethan,Zhang,1978-10-12,M,40000,Bellingham,Washington,"United States",1265.6195
Ethan,Zhang,1978-10-12,M,40000,Bellingham,Washington,"United States",0.8565
Seth,Edwards,1978-10-11,M,40000,Bellflower,California,"United States",13.09
Seth,Edwards,1978-10-11,M,40000,Bellflower,California,"United States",1.8663
Seth,Edwards,1978-10-11,M,40000,Bellflower,California,"United States",8.2205
Seth,Edwards,1978-10-11,M,40000,Bellflower,California,"United States",41.5723
Seth,Edwards,1978-10-11,M,40000,Bellflower,California,"United States",1.4923
Seth,Edwards,1978-10-11,M,40000,Bellflower,California,"United States",0.8565
Russell,Xie,1978-09-17,M,60000,Concord,California,"United States",1.8663
Russell,Xie,1978-09-17,M,60000,Concord,California,"United States",13.09
Russell,Xie,1978-09-17,M,60000,Concord,California,"United States",0.8565
Russell,Xie,1978-09-17,M,60000,Concord,California,"United States",1.4923
Russell,Xie,1978-09-17,M,60000,Concord,California,"United States",0.8565
Russell,Xie,1978-09-17,M,60000,Concord,California,"United States",2.9733
Alejandro,Beck,1945-12-23,M,10000,Hawthorne,Queensland,Australia,1898.0944
Alejandro,Beck,1945-12-23,M,10000,Hawthorne,Queensland,Australia,1265.6195
Alejandro,Beck,1945-12-23,M,10000,Hawthorne,Queensland,Australia,8.2205
Alejandro,Beck,1945-12-23,M,10000,Hawthorne,Queensland,Australia,23.749
Alejandro,Beck,1945-12-23,M,10000,Hawthorne,Queensland,Australia,461.4448
Alejandro,Beck,1945-12-23,M,10000,Hawthorne,Queensland,Australia,41.5723
Harold,Sai,1946-04-03,M,30000,Goulburn,"New South Wales",Australia,1912.1544
Harold,Sai,1946-04-03,M,30000,Goulburn,"New South Wales",Australia,1265.6195
Harold,Sai,1946-04-03,M,30000,Goulburn,"New South Wales",Australia,20.5663
Harold,Sai,1946-04-03,M,30000,Goulburn,"New South Wales",Australia,9.1593
Harold,Sai,1946-04-03,M,30000,Goulburn,"New South Wales",Australia,461.4448
Harold,Sai,1946-04-03,M,30000,Goulburn,"New South Wales",Australia,10.8423
Harold,Sai,1946-04-03,M,30000,Goulburn,"New South Wales",Australia,1.8663
Jessie,Zhao,1946-12-07,M,30000,Warrnambool,Victoria,Australia,1912.1544
Jessie,Zhao,1946-12-07,M,30000,Warrnambool,Victoria,Australia,1251.9813
Jessie,Zhao,1946-12-07,M,30000,Warrnambool,Victoria,Australia,20.5663
Jessie,Zhao,1946-12-07,M,30000,Warrnambool,Victoria,Australia,41.5723
Jessie,Zhao,1946-12-07,M,30000,Warrnambool,Victoria,Australia,6.9223
Jessie,Zhao,1946-12-07,M,30000,Warrnambool,Victoria,Australia,461.4448
Jessie,Zhao,1946-12-07,M,30000,Warrnambool,Victoria,Australia,1.8663
Jessie,Zhao,1946-12-07,M,30000,Warrnambool,Victoria,Australia,10.8423
Jessie,Zhao,1946-12-07,M,30000,Warrnambool,Victoria,Australia,0.8565
Jill,Jimenez,1946-04-11,F,30000,"St. Leonards","New South Wales",Australia,1898.0944
Jill,Jimenez,1946-04-11,F,30000,"St. Leonards","New South Wales",Australia,1265.6195
Jill,Jimenez,1946-04-11,F,30000,"St. Leonards","New South Wales",Australia,13.09
Jill,Jimenez,1946-04-11,F,30000,"St. Leonards","New South Wales",Australia,0.8565
Jill,Jimenez,1946-04-11,F,30000,"St. Leonards","New South Wales",Australia,461.4448
Jimmy,Moreno,1946-12-21,M,30000,Bendigo,Victoria,Australia,1912.1544
Jimmy,Moreno,1946-12-21,M,30000,Bendigo,Victoria,Australia,1265.6195
Jimmy,Moreno,1946-12-21,M,30000,Bendigo,Victoria,Australia,13.0863
Jimmy,Moreno,1946-12-21,M,30000,Bendigo,Victoria,Australia,41.5723
Jimmy,Moreno,1946-12-21,M,30000,Bendigo,Victoria,Australia,461.4448
Jimmy,Moreno,1946-12-21,M,30000,Bendigo,Victoria,Australia,3.3623
Jimmy,Moreno,1946-12-21,M,30000,Bendigo,Victoria,Australia,1.8663
Bethany,Yuan,1947-02-22,F,10000,Cloverdale,"South Australia",Australia,1912.1544
Bethany,Yuan,1947-02-22,F,10000,Cloverdale,"South Australia",Australia,1265.6195
Bethany,Yuan,1947-02-22,F,10000,Cloverdale,"South Australia",Australia,461.4448
Bethany,Yuan,1947-02-22,F,10000,Cloverdale,"South Australia",Australia,6.9223
Theresa,Ramos,1947-08-22,F,20000,Matraville,"New South Wales",Australia,1912.1544
Theresa,Ramos,1947-08-22,F,20000,Matraville,"New South Wales",Australia,1265.6195
Theresa,Ramos,1947-08-22,F,20000,Matraville,"New South Wales",Australia,0.8565
Theresa,Ramos,1947-08-22,F,20000,Matraville,"New South Wales",Australia,461.4448
Theresa,Ramos,1947-08-22,F,20000,Matraville,"New South Wales",Australia,1.8663
Theresa,Ramos,1947-08-22,F,20000,Matraville,"New South Wales",Australia,3.3623
Denise,Stone,1947-06-11,F,20000,Melbourne,Victoria,Australia,1898.0944
Denise,Stone,1947-06-11,F,20000,Melbourne,Victoria,Australia,1265.6195
Denise,Stone,1947-06-11,F,20000,Melbourne,Victoria,Australia,13.09
Denise,Stone,1947-06-11,F,20000,Melbourne,Victoria,Australia,1.8663
Denise,Stone,1947-06-11,F,20000,Melbourne,Victoria,Australia,8.2205
Denise,Stone,1947-06-11,F,20000,Melbourne,Victoria,Australia,3.7363
Denise,Stone,1947-06-11,F,20000,Melbourne,Victoria,Australia,1.8663
Denise,Stone,1947-06-11,F,20000,Melbourne,Victoria,Australia,0.8565
Denise,Stone,1947-06-11,F,20000,Melbourne,Victoria,Australia,461.4448
Denise,Stone,1947-06-11,F,20000,Melbourne,Victoria,Australia,6.9223
Jaime,Nath,1947-09-23,M,20000,"Milsons Point","New South Wales",Australia,1898.0944
Jaime,Nath,1947-09-23,M,20000,"Milsons Point","New South Wales",Australia,1265.6195
Jaime,Nath,1947-09-23,M,20000,"Milsons Point","New South Wales",Australia,13.0863
Jaime,Nath,1947-09-23,M,20000,"Milsons Point","New South Wales",Australia,461.4448
Jaime,Nath,1947-09-23,M,20000,"Milsons Point","New South Wales",Australia,3.3623
Jaime,Nath,1947-09-23,M,20000,"Milsons Point","New South Wales",Australia,6.9223
Jaime,Nath,1947-09-23,M,20000,"Milsons Point","New South Wales",Australia,1.8663
Ebony,Gonzalez,1947-06-19,F,20000,"North Sydney","New South Wales",Australia,1912.1544
Ebony,Gonzalez,1947-06-19,F,20000,"North Sydney","New South Wales",Australia,1251.9813
Ebony,Gonzalez,1947-06-19,F,20000,"North Sydney","New South Wales",Australia,461.4448
Ebony,Gonzalez,1947-06-19,F,20000,"North Sydney","New South Wales",Australia,41.5723
Wendy,Dominguez,1948-02-24,F,10000,Cranbourne,Victoria,Australia,1898.0944
Wendy,Dominguez,1948-02-24,F,10000,Cranbourne,Victoria,Australia,1265.6195
Wendy,Dominguez,1948-02-24,F,10000,Cranbourne,Victoria,Australia,461.4448
Wendy,Dominguez,1948-02-24,F,10000,Cranbourne,Victoria,Australia,1.8663
Wendy,Dominguez,1948-02-24,F,10000,Cranbourne,Victoria,Australia,3.3623
Jennifer,Russell,1978-12-18,F,60000,"National City",California,"United States",1265.6195
Jennifer,Russell,1978-12-18,F,60000,"National City",California,"United States",13.0863
Diana,Hernandez,1948-03-23,F,10000,"Lavender Bay","New South Wales",Australia,1898.0944
Diana,Hernandez,1948-03-23,F,10000,"Lavender Bay","New South Wales",Australia,1265.6195
Diana,Hernandez,1948-03-23,F,10000,"Lavender Bay","New South Wales",Australia,461.4448
Marc,Martin,1948-12-17,M,30000,Wollongong,"New South Wales",Australia,1912.1544
Marc,Martin,1948-12-17,M,30000,Wollongong,"New South Wales",Australia,1265.6195
Marc,Martin,1948-12-17,M,30000,Wollongong,"New South Wales",Australia,0.8565
Marc,Martin,1948-12-17,M,30000,Wollongong,"New South Wales",Australia,44.88
Marc,Martin,1948-12-17,M,30000,Wollongong,"New South Wales",Australia,6.9223
Marc,Martin,1948-12-17,M,30000,Wollongong,"New South Wales",Australia,461.4448
Marc,Martin,1948-12-17,M,30000,Wollongong,"New South Wales",Australia,10.8423
Marc,Martin,1948-12-17,M,30000,Wollongong,"New South Wales",Australia,1.8663
Marc,Martin,1948-12-17,M,30000,Wollongong,"New South Wales",Australia,6.9223
Jesse,Murphy,1977-08-01,M,30000,Tacoma,Washington,"United States",1265.6195
Jesse,Murphy,1977-08-01,M,30000,Tacoma,Washington,"United States",8.2205
Jesse,Murphy,1977-08-01,M,30000,Tacoma,Washington,"United States",3.3623
Amanda,Carter,1977-10-16,F,60000,Glendale,California,"United States",1251.9813
Amanda,Carter,1977-10-16,F,60000,Glendale,California,"United States",8.2205
Amanda,Carter,1977-10-16,F,60000,Glendale,California,"United States",23.749
Megan,Sanchez,1977-06-13,F,70000,"Los Angeles",California,"United States",1265.6195
Megan,Sanchez,1977-06-13,F,70000,"Los Angeles",California,"United States",461.4448
Megan,Sanchez,1977-06-13,F,70000,"Los Angeles",California,"United States",38.4923
Nathan,Simmons,1976-02-24,M,60000,Glendale,California,"United States",1.4923
Nathan,Simmons,1976-02-24,M,60000,Glendale,California,"United States",6.9223
Nathan,Simmons,1976-02-24,M,60000,Glendale,California,"United States",13.09
Adam,Flores,1949-05-24,M,20000,"Hervey Bay",Queensland,Australia,1898.0944
Adam,Flores,1949-05-24,M,20000,"Hervey Bay",Queensland,Australia,1251.9813
Adam,Flores,1949-05-24,M,20000,"Hervey Bay",Queensland,Australia,13.09
Adam,Flores,1949-05-24,M,20000,"Hervey Bay",Queensland,Australia,461.4448
Adam,Flores,1949-05-24,M,20000,"Hervey Bay",Queensland,Australia,3.3623
Adam,Flores,1949-05-24,M,20000,"Hervey Bay",Queensland,Australia,1.8663
Adam,Flores,1949-05-24,M,20000,"Hervey Bay",Queensland,Australia,41.5723
Leonard,Nara,1950-05-19,M,30000,Matraville,"New South Wales",Australia,1.8663
Leonard,Nara,1950-05-19,M,30000,Matraville,"New South Wales",Australia,9.3463
Leonard,Nara,1950-05-19,M,30000,Matraville,"New South Wales",Australia,13.0863
Leonard,Nara,1950-05-19,M,30000,Matraville,"New South Wales",Australia,38.4923
Christine,Yuan,1950-03-22,F,30000,"Lavender Bay","New South Wales",Australia,1898.0944
Christine,Yuan,1950-03-22,F,30000,"Lavender Bay","New South Wales",Australia,461.4448
Christine,Yuan,1950-03-22,F,30000,"Lavender Bay","New South Wales",Australia,9.1593
Christine,Yuan,1950-03-22,F,30000,"Lavender Bay","New South Wales",Australia,13.0863
Christine,Yuan,1950-03-22,F,30000,"Lavender Bay","New South Wales",Australia,1265.6195
Christine,Yuan,1950-03-22,F,30000,"Lavender Bay","New South Wales",Australia,44.88
Jaclyn,Lu,1950-02-27,F,30000,Geelong,Victoria,Australia,1912.1544
Jaclyn,Lu,1950-02-27,F,30000,Geelong,Victoria,Australia,461.4448
Jaclyn,Lu,1950-02-27,F,30000,Geelong,Victoria,Australia,1265.6195
Jaclyn,Lu,1950-02-27,F,30000,Geelong,Victoria,Australia,44.88
Jeremy,Powell,1950-11-22,M,30000,Sunbury,Victoria,Australia,1898.0944
Jeremy,Powell,1950-11-22,M,30000,Sunbury,Victoria,Australia,461.4448
Jeremy,Powell,1950-11-22,M,30000,Sunbury,Victoria,Australia,2.9733
Jeremy,Powell,1950-11-22,M,30000,Sunbury,Victoria,Australia,1251.9813
Jeremy,Powell,1950-11-22,M,30000,Sunbury,Victoria,Australia,3.7363
Jeremy,Powell,1950-11-22,M,30000,Sunbury,Victoria,Australia,1.8663
Jeremy,Powell,1950-11-22,M,30000,Sunbury,Victoria,Australia,41.5723
Jeremy,Powell,1950-11-22,M,30000,Sunbury,Victoria,Australia,6.9223
Carol,Rai,1980-07-18,F,40000,"Chula Vista",California,"United States",1.8663
Carol,Rai,1980-07-18,F,40000,"Chula Vista",California,"United States",13.09
Carol,Rai,1980-07-18,F,40000,"Chula Vista",California,"United States",13.0863
Carol,Rai,1980-07-18,F,40000,"Chula Vista",California,"United States",1.4923
Carol,Rai,1980-07-18,F,40000,"Chula Vista",California,"United States",0.8565
Alan,Zheng,1951-09-07,M,30000,Hobart,Tasmania,Australia,1898.0944
Alan,Zheng,1951-09-07,M,30000,Hobart,Tasmania,Australia,419.7784
Alan,Zheng,1951-09-07,M,30000,Hobart,Tasmania,Australia,8.2205
Alan,Zheng,1951-09-07,M,30000,Hobart,Tasmania,Australia,23.749
Alan,Zheng,1951-09-07,M,30000,Hobart,Tasmania,Australia,461.4448
Alan,Zheng,1951-09-07,M,30000,Hobart,Tasmania,Australia,13.0863
Daniel,Johnson,1951-08-04,M,30000,Caloundra,Queensland,Australia,6.9223
Daniel,Johnson,1951-08-04,M,30000,Caloundra,Queensland,Australia,38.4923
Daniel,Johnson,1951-08-04,M,30000,Caloundra,Queensland,Australia,9.3463
Daniel,Johnson,1951-08-04,M,30000,Caloundra,Queensland,Australia,1.8663
Daniel,Johnson,1951-08-04,M,30000,Caloundra,Queensland,Australia,13.0863
Heidi,Lopez,1951-08-07,F,40000,Matraville,"New South Wales",Australia,1898.0944
Heidi,Lopez,1951-08-07,F,40000,Matraville,"New South Wales",Australia,1251.9813
Heidi,Lopez,1951-08-07,F,40000,Matraville,"New South Wales",Australia,1.8663
Heidi,Lopez,1951-08-07,F,40000,Matraville,"New South Wales",Australia,13.09
Heidi,Lopez,1951-08-07,F,40000,Matraville,"New South Wales",Australia,0.8565
Heidi,Lopez,1951-08-07,F,40000,Matraville,"New South Wales",Australia,1481.9379
Heidi,Lopez,1951-08-07,F,40000,Matraville,"New South Wales",Australia,13.0863
Ana,Price,1980-08-20,F,60000,"San Diego",California,"United States",1251.9813
Ana,Price,1980-08-20,F,60000,"San Diego",California,"United States",13.0863
Deanna,Munoz,1952-03-10,F,40000,Geelong,Victoria,Australia,1912.1544
Deanna,Munoz,1952-03-10,F,40000,Geelong,Victoria,Australia,1251.9813
Deanna,Munoz,1952-03-10,F,40000,Geelong,Victoria,Australia,20.5663
Deanna,Munoz,1952-03-10,F,40000,Geelong,Victoria,Australia,41.5723
Deanna,Munoz,1952-03-10,F,40000,Geelong,Victoria,Australia,1481.9379
Deanna,Munoz,1952-03-10,F,40000,Geelong,Victoria,Australia,13.0863
Gilbert,Raje,1952-03-05,M,40000,"East Brisbane",Queensland,Australia,1898.0944
Gilbert,Raje,1952-03-05,M,40000,"East Brisbane",Queensland,Australia,1265.6195
Gilbert,Raje,1952-03-05,M,40000,"East Brisbane",Queensland,Australia,13.09
Gilbert,Raje,1952-03-05,M,40000,"East Brisbane",Queensland,Australia,1.8663
Gilbert,Raje,1952-03-05,M,40000,"East Brisbane",Queensland,Australia,13.0863
Gilbert,Raje,1952-03-05,M,40000,"East Brisbane",Queensland,Australia,1481.9379
Gilbert,Raje,1952-03-05,M,40000,"East Brisbane",Queensland,Australia,3.3623
Gilbert,Raje,1952-03-05,M,40000,"East Brisbane",Queensland,Australia,1.8663
Michele,Nath,1953-04-03,F,40000,Newcastle,"New South Wales",Australia,1898.0944
Michele,Nath,1953-04-03,F,40000,Newcastle,"New South Wales",Australia,1265.6195
Michele,Nath,1953-04-03,F,40000,Newcastle,"New South Wales",Australia,1.8663
Michele,Nath,1953-04-03,F,40000,Newcastle,"New South Wales",Australia,3.7363
Michele,Nath,1953-04-03,F,40000,Newcastle,"New South Wales",Australia,41.5723
Michele,Nath,1953-04-03,F,40000,Newcastle,"New South Wales",Australia,9.1593
Michele,Nath,1953-04-03,F,40000,Newcastle,"New South Wales",Australia,1481.9379
Michele,Nath,1953-04-03,F,40000,Newcastle,"New South Wales",Australia,13.0863
Carl,Andersen,1953-10-12,M,70000,"Lane Cove","New South Wales",Australia,1898.0944
Carl,Andersen,1953-10-12,M,70000,"Lane Cove","New South Wales",Australia,1265.6195
Carl,Andersen,1953-10-12,M,70000,"Lane Cove","New South Wales",Australia,1481.9379
Carl,Andersen,1953-10-12,M,70000,"Lane Cove","New South Wales",Australia,3.3623
Marc,Diaz,1954-04-27,M,80000,Findon,"South Australia",Australia,1912.1544
Marc,Diaz,1954-04-27,M,80000,Findon,"South Australia",Australia,1265.6195
Marc,Diaz,1954-04-27,M,80000,Findon,"South Australia",Australia,20.5663
Marc,Diaz,1954-04-27,M,80000,Findon,"South Australia",Australia,1481.9379
Marc,Diaz,1954-04-27,M,80000,Findon,"South Australia",Australia,13.0863
Marc,Diaz,1954-04-27,M,80000,Findon,"South Australia",Australia,41.5723
Ashlee,Andersen,1954-04-01,F,80000,Townsville,Queensland,Australia,3.3623
Ashlee,Andersen,1954-04-01,F,80000,Townsville,Queensland,Australia,1.8663
Ashlee,Andersen,1954-04-01,F,80000,Townsville,Queensland,Australia,6.9223
Ashlee,Andersen,1954-04-01,F,80000,Townsville,Queensland,Australia,41.5723
Ashlee,Andersen,1954-04-01,F,80000,Townsville,Queensland,Australia,1.8663
Ashlee,Andersen,1954-04-01,F,80000,Townsville,Queensland,Australia,3.7363
Ashlee,Andersen,1954-04-01,F,80000,Townsville,Queensland,Australia,9.3463
Jon,Zhou,1954-03-17,M,80000,Warrnambool,Victoria,Australia,1912.1544
Jon,Zhou,1954-03-17,M,80000,Warrnambool,Victoria,Australia,1265.6195
Jon,Zhou,1954-03-17,M,80000,Warrnambool,Victoria,Australia,1481.9379
Jon,Zhou,1954-03-17,M,80000,Warrnambool,Victoria,Australia,3.3623
Jon,Zhou,1954-03-17,M,80000,Warrnambool,Victoria,Australia,1.8663
Jon,Zhou,1954-03-17,M,80000,Warrnambool,Victoria,Australia,13.0863
Todd,Gao,1954-02-27,M,80000,"Gold Coast",Queensland,Australia,1898.0944
Todd,Gao,1954-02-27,M,80000,"Gold Coast",Queensland,Australia,1265.6195
Todd,Gao,1954-02-27,M,80000,"Gold Coast",Queensland,Australia,3.7363
Todd,Gao,1954-02-27,M,80000,"Gold Coast",Queensland,Australia,1.8663
Todd,Gao,1954-02-27,M,80000,"Gold Coast",Queensland,Australia,13.0863
Todd,Gao,1954-02-27,M,80000,"Gold Coast",Queensland,Australia,1481.9379
Noah,Powell,1975-09-02,M,40000,Portland,Oregon,"United States",1251.9813
